median_income,house_age,avg_rooms,avg_bedrooms,population,latitude,longitude,price,spatial_cluster
7.931297537843108,42,4.651806022177318,2.0647309675625998,2383,39.17263525357927,-121.15680313021709,3.4401449825861024,0
4.548447399026928,16,6.746922485465534,1.0071683220982204,4658,39.64618734013618,-116.85308266085244,3.3100893477149302,3
5.135056409375848,38,6.09835176069898,2.46999040904641,582,33.67903196602089,-118.32161253660696,1.8386678352564023,7
2.1505036275730864,2,4.679911672089277,1.8052286027084232,2577,36.19539644526712,-114.22961246383558,2.273066493574223,5
3.9112345509496342,2,5.98201492622347,1.3648102643957978,3193,36.85055330955965,-121.27177331119798,2.4582271068352357,2
5.2218451794197325,26,4.290102429750426,1.7805330138279984,442,34.562931622946074,-122.416269794708,2.451384188456867,6
2.6980128451553944,13,8.525308700008583,1.0489651757267802,1562,37.28539860356288,-123.4796216230544,1.7024573350454837,0
5.751396036691344,47,1.0035015183883296,1.3750553443804785,1302,34.90791944221847,-121.5904033771872,1.5678760864518106,6
3.79872262016239,31,6.009414806742559,2.0714748050576945,1721,38.87502092804416,-117.15929113584608,1.940179091672708,3
4.416612500413446,34,2.353106136084429,2.1133558431702832,2498,36.70288476703176,-123.1474177536314,1.89970638741307,6
3.796586775541206,39,4.661514945172897,2.153219417127584,3696,36.58806954269036,-121.5529815485034,0.1870734251336145,2
8.704556369017876,3,4.871587865793131,2.0016049338817488,3635,41.83642531032812,-115.44691631815988,5.869206140672075,3
4.973005550524132,8,7.261450338370526,1.6535674382639942,2977,35.92444848542571,-118.1704705063548,1.9983046262243909,2
2.8845781420881997,23,3.961771681884665,1.972770430269717,2490,35.622954325895684,-123.30478459746804,0.9928018378801732,6
6.645089824206378,14,6.962017873492667,1.7813962765260574,3451,35.186043712826546,-123.52316855750236,2.287052769789241,6
2.5583127000579555,27,3.231775039662805,1.187109200962408,3013,40.94749220975798,-123.38877124674234,0.77772922981248,0
5.417727190009511,29,7.020004585632298,1.613792504494706,1289,36.96723826098178,-114.58124949852748,2.5356821156392297,5
1.0806597522404489,39,4.288481837144791,2.4447706155845124,2440,38.00014477480636,-115.50128571438944,-0.1886686240649712,5
2.343627902203139,39,5.110151778861678,2.794147076027472,3680,33.80818479002395,-115.55059957981226,0.8709959649346127,1
5.393722471738247,1,4.4954320053343935,2.325637522059344,1703,37.40942360004927,-114.75783237756454,2.9193485750556984,5
6.476933159990821,17,6.923545211173406,2.771848880496207,3397,34.74648192868489,-118.9474460974909,3.690180500860887,7
5.342736562379941,41,6.631609764850621,2.0426943050674797,697,39.30636921262877,-121.52655328856656,1.8610138845679451,0
4.768703435223519,30,5.665252580876787,2.8711880423512697,744,40.32528348792382,-119.98651995761482,2.352368614116466,4
4.397792608821423,13,3.272197423119839,3.02724422016429,4643,39.14810692131277,-116.81135927116188,1.7181255716448711,3
2.0429560192651453,21,3.927467197954636,1.133265250981906,3002,39.30244166270258,-115.23967128478736,0.6589550061614226,3
3.5603115832105825,19,3.457135211740812,2.1107466535664163,863,37.12474704119517,-119.64909073300475,1.8378936373696304,2
4.078722458080425,19,1.6277856698117548,2.043215094543771,4930,39.12118056334136,-118.6461904461794,1.3234869303159429,4
7.114244452437831,25,6.89197715277507,1.7879480922079505,1742,36.2268693550816,-114.68217006723746,3.606637074457833,5
5.687236579136923,22,4.508264710485955,2.2459577690756936,2397,38.51489153529613,-122.9250136289057,2.157472055295365,0
1.473919689274532,31,4.492259053561554,2.0205625343209386,4796,34.59039210120515,-115.37700783025876,0.8741418651663777,1
5.64816793878959,17,7.2441533501383395,1.6322755398039783,2272,32.6975701231201,-122.40692517748064,3.4591213209059397,6
4.229835439167367,23,4.286017096420449,1.986697447481509,2260,36.134732641219685,-119.1613864970938,2.0205112076331027,2
3.6461559993880823,32,3.739293596471104,2.602297289684195,3849,36.6177815578049,-121.8157687133694,1.2432273499280817,2
6.223352577681736,10,4.662881569227523,2.0912690484413377,3022,34.5640715818869,-117.97052369309397,3.174678643340519,7
7.061999044991902,10,3.300996422184656,2.313477374128066,679,39.27709518407238,-118.41426578291734,4.164160850971559,4
6.862560238232398,36,5.516533653931934,1.8614734498604544,3904,32.73550478976279,-120.19992635759247,3.396536268828315,7
3.3215649535547227,8,4.4395068826037445,2.226032005075808,4978,34.22748324379189,-115.36696485154876,2.241255329997456,1
4.381575248297571,20,4.239092884109281,1.39539273475841,2468,39.48564718453627,-117.4018667971194,1.9203513761019768,4
5.662526862807128,32,4.109145241969546,1.7501397502901035,4032,36.37124273740013,-116.78794875038056,2.6422775953294964,5
6.951090254244718,14,4.840667759236983,1.948665695717036,4727,39.05283624039313,-122.49340261792332,4.037598894123731,0
4.04165152430942,28,5.125221688279776,1.3618320396867312,3460,37.674858777835965,-115.16834322024384,1.337275029335906,5
4.628682046672366,46,4.220037367388717,1.584891640553864,4807,41.50712749997362,-122.32959836379982,1.0814733296717702,0
2.787330051987944,24,4.46185109585728,2.156555884286946,1200,37.97795832722833,-121.7721503579004,1.4374523829448915,0
2.6075867518386584,15,4.877715759770977,2.064915958144016,1770,32.14868974345519,-122.7194486150312,0.785594005256252,6
6.625051644788396,22,4.726372796690692,2.4031827123288543,2320,35.52877350504334,-119.59640792031183,2.321250602212756,2
7.712480057141645,30,5.046613950312521,1.699744490907418,316,33.430606822047075,-115.1229076824769,4.332424288606349,1
4.855979756839332,4,3.9849937951279792,2.0288011130026207,475,41.24633677597703,-121.4755248039014,3.397188520765301,0
7.007065795784048,13,6.506889363689735,1.664066294558086,1709,33.040124542850805,-120.26246579577048,3.2187620571544078,7
5.723272050095268,23,5.145242266114276,2.3530642745546637,4206,35.877066631310875,-115.53933579924578,1.9898668711189256,5
3.7097604907897512,8,4.244229870762684,2.5953730580126235,3939,34.26099193626692,-117.8218472024111,1.5957583816528575,7
5.722791211016828,18,5.516576326067803,2.2416624136264014,3039,40.46721990396733,-116.48383606353724,3.5275074141749774,3
8.076073132931938,12,4.888447101771928,2.5305971381382912,4162,35.08566497588917,-121.85999950563884,3.87341205035409,6
4.928347921780097,31,2.399260468274498,2.016249931443931,1713,41.91893483142645,-116.83510136667424,2.045797516574904,3
8.129287311628012,14,5.51142903533244,2.402796917497588,3779,32.38616605612251,-121.72389421358228,4.309297429861266,6
-0.2394902081794887,34,3.4707406964237197,2.03770887130623,1396,33.28276772462566,-114.1268601778934,-0.4355471332680631,1
6.643805008750448,18,6.401641674846961,1.487535966707116,4096,34.24638776429109,-118.40113843873264,4.144302243861629,7
5.174094136476342,34,4.6373755416598295,2.1233606943493037,4886,40.1110604020016,-117.04360741956864,1.7665391080427848,3
4.401985299068265,11,6.170105446086596,1.5023516531047454,1255,40.78517209064016,-122.81598415858495,2.4841498086670835,0
5.183521553071005,41,4.054672170203589,3.169564475784455,4979,32.714513806094224,-121.4934401995843,2.044490843354546,6
1.0248621707982144,12,5.10489390071096,1.8329559206123327,2466,32.324601417622766,-122.60259340435644,0.6351226248873578,6
4.560656224324976,49,6.815365250760315,2.322518927724498,2991,39.4455685710458,-120.09829284728276,1.222764033482998,4
5.7142251430234925,15,4.596475180377766,1.9937933902372027,2072,33.333520067536135,-121.158641357946,2.1768923311195065,6
7.955788089483033,31,4.113774351896293,1.383193287982047,884,33.32998587074639,-116.6707774036943,2.9783328411785703,1
3.963459563452705,49,5.982560920672684,1.0507384849677144,4592,32.223665344944294,-122.91291020371848,1.7335132487148517,6
3.383012794213625,29,5.953492395126441,2.3745069775370657,1181,32.498078775834216,-116.47940631549632,1.2376041412747807,1
3.996485912830927,26,4.176876299877772,2.77467046338553,2133,34.63675458595489,-123.54295175361412,2.0239180383738926,6
6.830804235404148,18,2.0218084693733567,1.6325981463948207,1714,32.65005489410807,-121.97982162677609,3.215254483548513,6
5.657502219319369,32,4.084965533752466,1.1716537402202047,4655,35.68879091659276,-116.08035008035397,1.8770690952741085,5
3.9404795924659215,22,6.016039282529633,1.837418633789188,2516,40.32775031227349,-116.57223358892104,1.5310941898961392,3
6.026534866226712,38,3.837448715864414,1.5314414773806333,4741,35.26320257321593,-119.23673886081136,2.466968884906846,2
5.194155098696081,17,4.983593244475706,1.6748421600689536,3753,39.27834162579372,-123.50017284922448,2.606629228576759,0
6.937289981065779,23,4.013772593050484,2.3051868498626424,596,32.939099648310304,-117.901062583307,3.626238367976475,7
3.5958938122452957,24,2.101749256210925,1.9747684762985809,604,38.59375187419493,-119.93275896025902,1.2691695528544444,2
4.344675706804464,8,3.986778234440109,1.5852462205589912,3486,35.16747183257435,-120.83471849802032,1.8133617873423944,6
4.215783693735685,41,6.009698031034569,2.2942503931305973,2308,39.49752878697038,-117.59589363173464,1.8283969124689412,4
2.072970103735763,6,1.4446212799012814,2.333436172537896,4913,33.36252014056382,-119.63385437798274,1.5252567420813157,7
5.592240554129152,5,5.378251025713364,1.8314712569776876,3316,40.97883377764482,-123.07578899546822,2.1298058461861027,0
5.522110544359778,44,3.22089615290088,2.06895826045903,3766,34.42577202897937,-114.84049529487656,1.6153185514831043,1
5.010226913284922,29,5.912663104211288,2.2602509415384877,1508,35.531377932811765,-116.2150690054662,2.7361998382052994,5
4.530825733249706,28,6.071478403810479,2.2130515654916985,4464,41.501807108180415,-123.43621808709447,2.197603524249522,0
2.1692585158991715,11,4.742078097633086,2.0203070434827666,4177,37.78482359730859,-118.74936129809304,1.4324967146246488,2
4.158709354469282,1,4.745497761828167,2.716293059112648,1577,35.65771518963022,-123.16622437101373,2.2402269411025646,6
4.314570966946461,43,3.790455954295548,2.291340406507593,2497,41.49602147033632,-115.62710140941516,0.7455230702484357,3
3.395445461556762,19,2.9816248998425507,1.7746604917511335,209,35.29077416890032,-117.86986038948028,2.4411815796959657,7
4.677428576667982,9,7.547139359500599,1.7776654661505475,3654,32.9487071267518,-122.27550866426932,3.272646169239499,6
5.8081017136290765,27,3.702392859243308,1.7209568249316631,749,41.9684888785942,-123.792586571938,2.6847510640283074,0
8.77237180242106,34,7.351694196794709,2.3160604736139057,1599,34.67844920558914,-123.6841898785358,3.940575012404521,6
5.349155625663678,44,3.710749940299735,1.6886262199990467,695,40.51257848699608,-118.92634527935172,1.8856190195411435,4
5.515100781445529,4,5.787785585506592,1.7875504553985966,1078,33.655407948230874,-116.65626521323226,3.3169707051783037,1
4.851108168467666,36,3.293289260519548,2.5290111940579063,830,39.31353971777378,-122.7915954866604,1.867566876942809,0
1.162457569401917,18,5.785092525353023,2.0958159810336947,156,37.24449394472252,-121.78715934085042,0.7846884549787347,2
4.946972249101567,15,4.511618964270317,2.5992663135605936,2343,41.8090655829013,-120.72740054830469,3.3125666230657504,4
5.120460419882053,13,4.531225758986494,2.399029936676171,1801,37.528303560924,-121.81923217938846,3.125140392489436,0
9.926484224970572,19,5.915034754676675,1.4116640854649685,1386,32.25015151890854,-120.08663437312842,4.520056353619635,7
4.615278070437755,49,4.296287952381353,1.9489334708796493,211,38.03877989624088,-118.40384994234924,1.7851773315946935,2
5.603094684667225,6,2.8577772568323536,2.494974519984271,4906,33.45316456336626,-117.15063251758691,2.46184331309829,1
4.9305764605895135,48,6.141958345114179,1.388911967424494,1301,39.98540915282087,-114.36224817792773,2.2034056276802847,3
2.662643924760936,12,3.2811491150265075,2.209855410179338,1047,40.56568196489899,-114.69156330316804,1.3354211706286978,3
7.285645629030041,37,5.774775926596865,1.980381763150628,4221,36.82093518794714,-118.29873025171084,4.753099796558077,2
6.503866065373549,17,6.4594948179995,1.1226056289388064,857,39.832214570522986,-116.65849943543644,3.729663343254696,3
6.582063894086094,23,4.436759170471674,2.0598296522594666,3488,33.45110735481605,-114.49127795374572,3.0332158610068145,1
3.181225090410522,26,6.773529266137676,1.5812659919367336,1941,36.92078186535646,-123.16528055458596,2.5724185004857736,6
7.805588621872198,29,5.722675561791926,1.416174108941787,3635,35.939442646905846,-123.9436524013857,3.8160865965415818,6
2.1962978744154382,33,3.956207869782837,2.0045703379113164,2393,38.113173870530815,-123.70200236270416,-0.0452424238541688,0
6.173714187600541,27,7.1021435033991125,1.0345735303734966,1204,32.4447718880316,-118.36650637627037,3.1346479543391736,7
9.380911251619956,25,3.287492267390914,1.662854853707559,761,39.52122838248627,-116.37166574697466,4.788006476235096,3
3.0189273497386235,10,4.434949355144652,3.275587126251324,1008,32.79129289474684,-120.32925049254963,1.9448233518329283,7
3.867404540794456,47,4.690527794571007,2.3251111967034714,4717,38.56471517530165,-118.54760825272382,1.7294924020384903,4
5.199302730175282,23,5.907835551527383,1.5592875469163234,1956,32.184572255399445,-118.83633681451462,2.709493154595956,7
3.993048691767602,21,6.673149946071701,2.7020829700501983,2411,40.3188806375673,-123.0522910840798,2.1648448262733027,0
1.8986731378677344,21,6.579187335354071,1.503978219611433,889,33.74699630223781,-120.78411735775953,0.4415676516241783,7
5.137125949612055,43,5.33562247936146,1.7231524234322635,271,37.15497475976991,-123.80564844817698,2.9927863516732565,0
2.8753925725477902,13,4.57959634330465,1.4255742950353558,4460,34.61492903727619,-122.8929431119349,1.2598541305048938,6
5.947184861270364,37,2.2610236375585546,2.1280399393330103,2086,39.226472020610686,-115.88141777090222,1.865627387579876,3
3.161151531532393,33,3.0287812183171754,2.684314811048564,1985,35.21351100189721,-115.7058650275168,2.438157831697169,5
8.09986881003508,24,7.649983233937153,1.5004968837200718,575,39.24609193588317,-115.9805367995493,5.146225572532632,3
3.4334934153275256,44,2.245892018746191,0.9697784812954556,1149,34.848712068354764,-116.73181359047764,0.7800114484097076,1
4.355876967588649,11,3.823264035136836,2.54548333725971,4229,39.5247309093576,-116.066871536001,1.1884792151802943,3
6.62703443473934,17,6.716909423075135,2.7769002505438403,2411,32.30605496336904,-117.2901765873048,3.165422449039917,1
2.5382713671320896,4,5.31456994879605,1.0024597667926334,1261,34.83311335373848,-117.30166661183712,2.447110476575601,1
5.4549198692082586,47,6.392067606508538,2.230027170723222,915,36.98633506440279,-117.32638202508193,2.469273347107663,5
7.614285508564857,25,5.814242526906015,2.113252676057644,3866,32.450595819197254,-118.85957210321796,3.020548833655036,7
1.785033530877545,30,7.20437380604133,1.6062623475561226,3022,33.860340613712786,-120.36652766535155,1.2538449171566537,7
5.369267717064608,9,5.443140929847328,1.3028221666653836,853,41.34536981641203,-116.69804733838446,2.9013689372105143,3
5.519765588496847,21,5.995171593727267,2.4958751727232777,4761,41.768342651801895,-121.01353986413258,2.376998969725068,4
6.563645743554621,20,3.913630201912489,2.089535265728597,561,39.39749947390486,-118.5709786852238,2.958715652168681,4
2.526098578243836,19,5.879499463367205,2.1272132287133605,3339,34.52200050616913,-119.6664437978212,1.9572454895270783,7
2.3590867738314474,19,4.405810853016157,1.689115323583399,2802,34.60517445435969,-121.233777229063,1.373342646394379,6
6.043883131233796,12,4.320341198028931,1.5990453977750212,180,38.45790357795073,-114.25310079547536,2.4619468420149437,3
5.5939693464663724,37,6.342085271970706,0.7725132293630268,2904,33.175996165987016,-121.4124835479818,2.729587590488733,6
5.5009857006917535,42,6.352435064089046,1.8859859851075604,969,41.483093804303664,-120.9070693627697,2.551093896627932,4
5.692896418993952,17,7.532663233619197,2.719413189727111,4794,34.248128995101844,-122.38412498241932,2.809810667063524,6
3.6399505568430186,37,7.434894778229301,1.5548727899756731,906,41.99635625425444,-115.77019374685707,1.5943241945147997,3
5.464507394322007,48,6.375972742038163,1.2387926528666302,2034,36.957337953024606,-118.13410599445513,1.8756247563227768,2
5.586144946597362,39,2.4193315846449317,2.217832283228501,803,39.71429988992936,-117.86960743527614,1.8835924459843107,4
3.571297163947264,28,7.741521474424545,2.310039999223168,2623,32.02184094505557,-115.79438588200902,2.013512453684112,1
8.731549022289514,41,6.376951505999543,1.707047019659412,2739,40.88746404751642,-120.5708034137012,3.9077347082428657,4
5.947665841823575,35,3.851209864870546,1.8256177676501792,4682,34.700020447805805,-122.06366574619786,2.697694726494009,6
2.617393005594703,47,6.093363733344173,2.131951558609379,4009,38.67936744548065,-122.01594636006097,0.3850930599098351,0
6.313107217267659,48,3.4441013885559078,1.9222252656853367,4901,40.06355280793589,-116.6738017853774,2.649661055674832,3
3.050636659545357,18,5.927945180164613,2.500064667876991,1264,33.641477405590024,-117.85884845537552,2.3521351350172197,7
6.574169207484904,14,3.025594938388851,3.21862128796211,719,36.42509481329229,-121.93661121417912,3.2703022775816764,6
7.317191158014808,35,3.7876723868200455,1.1454182224047722,3166,36.93835940651923,-122.54934605359576,3.439376122826867,0
3.358635363296579,44,6.064893693800791,2.61487756527899,4972,35.121194653392045,-122.79312694838028,1.4370284869791523,6
6.926752258488643,41,6.609330114489341,2.052629850511667,546,36.81755829728981,-117.72201352296962,3.0259601288889257,5
5.825561853872997,7,5.488155289150716,2.6941004694270805,2437,35.17545657655338,-123.9988135508915,3.4814289397675937,6
6.64412031998898,41,4.570747044968044,2.36217725563284,308,35.60747745055209,-123.81680657396456,1.809517647976966,6
8.793585965307894,13,1.8277005574745144,2.030578229967856,2560,38.69331178702739,-120.10446864373904,2.858279767315402,4
4.509223767994259,18,4.6864683505229605,2.380011471220517,3542,38.32593268304997,-117.08650135723838,2.0214195870556173,5
3.492527671285021,37,5.800227615236792,1.8029221144076013,2811,34.32265725797525,-117.04960623502596,1.7624695016913867,1
3.2209711407489534,13,4.524852341096529,1.6128492889475727,2437,40.97482884795424,-119.69881726392308,1.6385941393583547,4
3.3683794300691234,36,4.966133088358372,2.4054315577991745,1391,40.62788545671391,-117.0892639339543,1.764189838359866,3
4.845796581171792,31,4.721573798123119,1.577835775605248,2298,37.09083306689951,-118.78903820419876,1.5592878458238892,2
5.682303949633288,2,4.517440673267849,2.321186295820784,1500,36.33250742695751,-114.23068583202684,3.619315742133125,5
5.553381598660038,16,5.113816084939719,2.015373791543749,2755,35.76855982984109,-122.37539786163168,3.6447287150311034,6
6.654366498072047,9,4.5909581267713095,0.835279174438712,4112,39.07267918666439,-117.99332732294394,3.052473804260214,4
5.026003783755814,9,7.164934330447913,1.71280877476853,804,38.7166605720947,-119.08761224048996,3.394794705674864,4
7.907068154314634,38,1.6903717274244006,2.167419097512311,925,33.96180606937979,-122.05533655342306,3.327730406814813,6
4.470686333524088,11,4.181236121043384,1.7969996680457538,1104,38.714580313003616,-116.50009567858297,2.599187051334299,3
10.440338333179238,22,3.694615664724162,0.7266339441189074,3560,34.5243119410204,-121.24491980068004,5.785036516412579,6
6.251334695530012,33,5.328665900051615,2.6603750639130803,476,32.18558336523525,-120.1829018090646,3.13838557435796,7
3.285684887167435,36,5.115717178824689,2.0846875256358057,1072,38.99208677537377,-120.2516943041247,1.763035221964695,4
2.8582150038777754,45,7.433289652324143,2.2218696456349027,4313,38.44793602460749,-121.55795526812052,0.4252641465814604,0
5.96494483048637,23,7.926713072446692,1.7633619239108782,3176,36.10809262374342,-119.69294668301596,3.523164115464245,2
4.553074429348298,45,3.840374816644278,2.2657448440733288,543,37.25686055919506,-119.2665411907238,2.538428271765641,2
6.428000988184184,45,5.000750097550444,2.917410072293351,854,41.4716919170576,-116.55778327190691,2.309625192390526,3
5.94647524914709,34,5.294456625386533,1.632463508186321,3704,37.95200180905438,-116.34931425622965,2.475971714288111,5
4.854342174686255,9,3.803279377493996,2.833506352678536,4835,38.57883935336531,-122.41444031708338,2.728812342204645,0
3.30641256386319,24,5.942573054056434,2.1992820329460034,2271,32.63911320949141,-118.07227700672468,1.8778056512372132,7
1.9703055506282707,8,4.640738946852583,1.565283625981568,2805,33.65994460675125,-115.03802201720605,0.4691127941163535,1
4.106970095865957,7,3.3985477240985333,3.1061953187955043,3565,35.00952276411588,-122.9121339111544,2.1575455065487525,6
6.712797588646945,36,4.580647543600185,2.1958201199444662,2811,37.39379318028144,-119.2708595546586,2.787572646068012,2
5.428187488260408,18,3.5034881408890266,2.3382393343865204,2507,39.76590895983321,-116.49646877591655,2.094764992070556,3
2.508522442576024,3,6.554970244128883,1.865323947636621,722,35.21240877788587,-117.88508665617655,2.4920206798972355,7
5.346361851702364,28,7.852338882670505,1.6018366773352413,1823,35.56382430478774,-122.99414343403376,2.809995002904852,6
5.770634759457674,6,5.367229060841809,2.083906622337895,3422,34.561508851737486,-120.03393874649028,3.6224646122660698,7
3.2322851275977342,44,5.1669151520799135,2.7907318617416643,2019,34.54609329295306,-118.92760501783135,0.5651775658841982,7
5.307450211891056,44,5.228652150311278,1.845170093907156,1018,41.48863845894797,-114.04154398283728,2.540163149737201,3
5.116417436892,21,6.773351043407473,1.9866243772129308,4315,38.3545717961889,-122.21392090676348,3.130638584195041,0
2.714059404338754,28,6.741048505395774,2.7281642359897926,681,33.55901243539947,-114.17576232839887,1.3160102525318236,1
5.715574720696567,40,4.826519647177654,1.84983657709788,3981,39.2224857808426,-120.23850215770555,2.092799270476972,4
6.121569052736469,1,5.378884891068637,2.2551381555845604,1786,39.22021143360029,-121.9967951392618,2.83723714496869,0
7.166102486350554,36,5.978969610765618,2.4386752533698486,4009,38.66470196053705,-119.85890917876004,2.8264718647012,4
7.1076041040698055,21,3.293468815173899,1.9016095255615084,2099,33.34720445090664,-117.86004875965185,3.1318822912345468,7
2.244661264085818,43,6.818912356130685,2.154918796599961,2811,36.07991483469587,-121.86502606089005,0.3157162825776482,6
3.124349920169754,35,7.602247836840841,2.3305513888405867,500,33.06756330494413,-121.08560916697871,1.2134264132164445,6
6.03007053441732,13,6.747548157259185,1.7995424032279366,3748,40.16620504092137,-115.4545349826471,3.321438541136933,3
6.027571901824418,49,3.131609132578168,2.4078825824949965,2728,38.55172143177919,-114.00990538331132,2.349440963366381,3
6.030095372612096,10,2.0449993168716887,1.7265069582722803,1756,37.07203936767819,-120.81827308501572,3.477170128259102,2
12.705462981309442,44,6.0630780102768975,1.6624562105197545,720,35.430154765005966,-122.5114319605006,5.662152614743185,6
6.141781021386334,47,3.8597158265568714,1.2364794695897716,346,33.84249474494433,-116.06829180005958,2.5111546989161124,1
7.271131280361198,10,5.430700031184479,1.7482688280494707,3439,33.06447588833108,-117.99544312724856,3.597837257029096,7
6.908003526986405,46,7.302723080011323,1.5922486490648895,3110,41.69240607536899,-122.995988566244,2.8645914466757785,0
6.302782502611596,13,4.014567235402385,1.799563021872513,4819,33.99648641956023,-114.5322851856398,2.893828360026208,1
4.369461510719309,37,4.43366801538656,2.3059963159572443,2468,32.598746267213855,-123.21950471600108,1.6666098245250804,6
6.517938440986535,38,5.4150844588824745,1.1371628733124486,4094,41.61666772182497,-117.7464359836636,2.9609757995295465,4
3.4543495709248564,24,3.053735540026654,1.012664552706446,1939,37.48951741357827,-119.7606274410642,1.2904193561766564,2
4.526362786519982,2,3.863215705991186,1.6254603916743586,3003,39.96656734991143,-118.43376081760064,3.0730182788849945,4
4.029272904341793,22,5.037286255626904,2.2306152467933287,4495,32.437658471983184,-121.86785804339856,1.001414886889636,6
5.163748278772645,17,4.549317696773373,2.144432473509843,4598,37.66945857479655,-117.11889600749348,2.9938827218083017,5
9.629317133347016,36,5.912611630698839,1.617468833544537,3791,35.98209964117995,-114.4028031086666,4.312117896772374,5
1.265469614816504,14,9.1489694216589,2.584704116078231,3941,39.71964434349884,-119.41574125955084,0.9761652912728144,4
6.372520380749027,10,5.1487075091271866,1.6707950324408296,4448,32.38425645639059,-118.77041722431773,3.2739232021054105,7
1.7745682576206967,35,3.737432080942986,2.2312269930635638,1492,36.016905685616145,-121.6018832943112,0.8392483585326324,6
4.056136268421133,25,7.127360532136347,1.818606836232914,3850,39.99073419486196,-115.0813201624892,1.608158407939563,3
7.177901193934732,3,2.616772287019668,1.565611824503172,4355,37.2269726463837,-114.28825594860042,3.2444482120595834,5
5.128560038190925,47,2.916637743456339,1.6974666059426302,3108,37.50038740998604,-116.13703114913946,2.0108236293899204,5
2.844510444141388,38,4.107344842028414,2.367000192406779,4400,32.971646819659654,-118.57226497840196,0.0039002915859066,7
3.569392581480064,17,4.575669919220561,2.1805125725713776,3438,33.32330556120091,-114.4320317549137,1.713279967216962,1
6.359195497869352,12,4.071390895224187,2.4840513318882715,3614,38.769996053657856,-122.46149944632724,2.7671720032121003,0
3.5392667365657267,24,4.952731513365466,2.180493041268541,859,38.7504662228992,-119.2150914010478,1.237841932391971,4
5.43291717916395,29,5.412112854119518,1.1944152684128904,2868,41.79103394252273,-118.62394293273589,1.715037950861512,4
5.091143679807628,43,6.603439302912707,3.0572074171543964,3188,39.11952988065551,-119.08083580247624,2.5726667977296023,4
3.6967993047883656,25,5.136782410765673,2.1875845070292343,2215,36.93243495933447,-115.97581712821297,1.8307408430755756,5
9.28788817865065,36,4.157080628457348,2.2573357771941147,4328,40.57327823533553,-117.29597108983636,3.787111550796912,4
6.267838044636022,26,6.521968079659118,1.81158116025172,1823,33.044729858159364,-122.7334153408174,3.0926868754486385,6
0.9497148266847856,38,3.773426786404804,2.556589146650354,3066,36.49295820896255,-120.5354869265694,-0.607541065144266,2
5.372908629538856,1,2.5510958814690152,1.4534462196999391,529,34.871091109275696,-120.60923151613112,2.6270209811960794,6
3.676427070463224,20,6.808934026856813,2.3049145388317465,2455,33.04637806927626,-118.34367807207072,1.8971837699582648,7
6.704866669592448,28,6.712779867216457,0.9601833588764804,2559,39.63502084720366,-121.08541582342104,3.367736559060776,0
3.4149585231345987,16,3.8115524116938406,2.338604260675092,4292,37.10792030498884,-122.8272823044609,1.7500663087241548,0
4.770527117066202,47,4.401351719268612,1.4602247941802853,1818,37.56768719897491,-117.46317334342864,0.891572523460532,5
